business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,diff,coverted_usd
U001,200769623,WAL-MAR in,,2020.0,1930862526.0,2020-05-06,2020-05-21,2020-05-06,NAH4,equal,22409.254
U001,0200726979,BJ'S  ,,2020.0,1930635790.0,2020-03-11,2020-03-26,2020-03-11,NAA8,equal,1173.662
U001,0200769623,WAL-MAR trust,,2020.0,1930576187.0,2020-02-27,2020-03-13,2020-02-27,NAH4,equal,189.742
U001,0200762301,C&S WH trust,,2020.0,1930711416.0,2020-03-28,2020-04-12,2020-03-28,NAC6,not equal,18073.79
U001,0200794332,COST corporation,,2020.0,1930594286.0,2020-03-06,2020-03-21,2020-03-06,NAAX,not equal,8268.134
U001,0200761734,H E BUT co,,2020.0,1930798712.0,2020-04-17,2020-05-02,2020-04-17,NAA8,equal,54979.147999999994
U001,0200002965,DECA co,,2020.0,1930599265.0,2020-03-04,2020-03-08,2020-03-01,NAM1,not equal,14704.718
U001,200790107,ROU trust,,2020.0,1930670468.0,2020-03-19,2020-04-03,2020-03-19,NAC6,equal,11641.671999999999
U001,0200769623,WAL-MAR llc,,2020.0,1930605480.0,2020-03-06,2020-03-21,2020-03-06,NAH4,not equal,3699.647
U001,0200769623,WAL-MAR corporation,,2020.0,1930796310.0,2020-04-15,2020-04-30,2020-04-15,NAH4,not equal,23348.584
U001,0200726979,BJ'S  corp,,2020.0,1930610876.0,2020-03-06,2020-03-21,2020-03-06,NAA8,equal,69.202
U001,0200771157,WEIS corp,,2020.0,1930834170.0,2020-04-29,2020-05-14,2020-04-29,NAA8,equal,73102.512
U001,0200803720,DEC systems,,2020.0,1930872145.0,2020-05-07,2020-05-11,2020-05-01,NAM2,not equal,4336.01
U001,0200769623,WAL-MAR corp,,2020.0,1930844798.0,2020-04-30,2020-05-15,2020-04-30,NAH4,not equal,30292.877999999997
CA02,0140105847,GORDON F in,,2020.0,2960627996.0,2020-04-23,2020-05-04,2020-04-24,CA10,not equal,14184.8
U001,0200769623,WAL-MAR corp,,2020.0,1930593199.0,2020-03-04,2020-03-19,2020-03-04,NAH4,not equal,2105.558
U001,0200704045,RA corp,,2020.0,1930738294.0,2020-04-02,2020-06-06,2020-04-02,NAGD,not equal,14173.508999999998
U001,0200759878,SA us,,2020.0,1930585847.0,2020-03-02,2020-05-06,2020-03-02,NAGD,not equal,11914.567000000001
U001,0200020431,DEC corporation,,2020.0,1930818176.0,2020-04-23,2020-05-09,2020-04-16,NAM4,not equal,3240.4399999999996
U001,0200726979,BJ'S  us,,2020.0,1930653624.0,2020-03-15,2020-03-30,2020-03-15,NAA8,not equal,23.226
U001,0200769623,WAL-MAR ,,2020.0,1930579983.0,2020-02-27,2020-03-13,2020-02-27,NAH4,equal,660.184
U001,0200592182,DECA foundation,,2020.0,1930789791.0,2020-04-16,2020-04-24,2020-04-01,NAM4,not equal,765.24
U001,0200729942,SA foundation,,2020.0,1930801871.0,2020-04-20,2020-05-05,2020-04-20,NAA8,equal,19587.483999999997
U001,0200762950,HAR us,,2020.0,1930586097.0,2020-03-02,2020-03-17,2020-03-02,NAA8,equal,28666.315999999995
U001,0200568183,E G AY associates,,2020.0,1930729983.0,2020-04-01,2020-04-16,2020-04-01,NAA8,equal,25795.959
U001,0200769623,WAL-MAR foundation,,2020.0,1930729088.0,2020-04-02,2020-04-17,2020-04-02,NAH4,not equal,3039.407
U001,0200769623,WAL-MAR in,,2020.0,1930688658.0,2020-03-24,2020-04-08,2020-03-24,NAH4,not equal,7225.616999999999
U001,0200881076,ALBERT llc,,2020.0,1930767625.0,2020-04-08,2020-04-23,2020-04-08,NAA8,not equal,77807.45
U001,0200769623,WAL-MAR trust,,2020.0,1930723490.0,2020-03-30,2020-04-14,2020-03-30,NAH4,not equal,36758.512
U001,0200769623,WAL-MAR foundation,,2020.0,1930721709.0,2020-03-31,2020-04-15,2020-03-31,NAH4,not equal,13625.997
U001,100031704,DELHAIZE corporation,,2020.0,1930654965.0,2020-03-16,2020-03-31,2020-03-16,NAA8,equal,11859.554
U001,0200769623,WAL-MAR trust,,2020.0,1930873171.0,2020-05-09,2020-05-24,2020-05-09,NAH4,not equal,2382.66
U001,0200799367,MCL ,,2020.0,1930844729.0,2020-05-01,2020-05-16,2020-05-01,NAA8,not equal,16259.256999999998
U001,0200744019,TARG associates,,2020.0,1930801487.0,2020-04-20,2020-05-05,2020-04-20,NAA8,not equal,7786.646
U001,0200726979,BJ'S  us,,2020.0,1930773792.0,2020-04-11,2020-04-26,2020-04-11,NAA8,not equal,795.1859999999999
U001,0200744019,TARG corp,,2020.0,1930787963.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,1069.628
U001,0200769369,DI in,,2020.0,1930752305.0,2020-04-06,2020-04-21,2020-04-06,NAA8,equal,36709.399999999994
U001,0200769623,WAL-MAR associates,,2020.0,1930647737.0,2020-03-16,2020-03-31,2020-03-16,NAH4,not equal,10477.334
U001,0200772595,SAFEW trust,,2020.0,1930829457.0,2020-04-29,2020-05-14,2020-04-29,NAA8,not equal,89354.93
U001,0200739534,OK ,,2020.0,1930631018.0,2020-03-10,2020-03-25,2020-03-10,NAA8,equal,28519.246
U001,0200803720,DEC corp,,2020.0,1930618816.0,2020-03-07,2020-03-24,2020-03-01,NAM4,not equal,289.37999999999994
U001,0200726979,BJ'S  co,,2020.0,1930780648.0,2020-04-12,2020-04-27,2020-04-12,NAA8,not equal,537.1659999999999
U001,0200769623,WAL-MAR in,,2020.0,1930753366.0,2020-04-07,2020-04-22,2020-04-07,NAH4,not equal,32209.148999999998
U001,0200980828,BEN E trust,,2020.0,1930679032.0,2020-03-25,2020-04-26,2020-03-25,NA32,not equal,3929.6879999999996
CA02,0140104423,METRO  co,,2020.0,2960627575.0,2020-04-14,2020-04-26,2020-04-16,CA10,not equal,57494.61899999999
U001,0200744019,TARG corporation,,2020.0,1930683037.0,2020-03-21,2020-04-05,2020-03-21,NAA8,equal,5365.178
U001,0200704858,WAKE corporation,,2020.0,1930593775.0,2020-03-04,2020-03-19,2020-03-04,NAA8,not equal,106969.863
U001,0200769623,WAL-MAR associates,,2020.0,1930705163.0,2020-03-27,2020-04-11,2020-03-27,NAH4,not equal,21134.253
U001,200769623,WAL-MAR trust,,2020.0,1930847683.0,2020-05-02,2020-05-17,2020-05-02,NAH4,not equal,36023.932
U001,0200769623,WAL-MAR trust,,2020.0,1930581407.0,2020-02-29,2020-03-15,2020-02-29,NAH4,not equal,4815.923
U001,0200781803,JRD co,,2020.0,1930639577.0,2020-03-12,2020-03-27,2020-03-12,NAA8,not equal,10201.275
U001,0200772670,ASSOCIAT trust,,2020.0,1930749321.0,2020-04-04,2020-04-19,2020-04-04,NAU5,equal,10943.499
U001,0200726979,BJ'S  corp,,2020.0,1930723885.0,2020-03-31,2020-04-15,2020-03-31,NAA8,equal,158.277
U001,0200704858,WAKE foundation,,2020.0,1930731833.0,2020-04-03,2020-04-18,2020-04-03,NAA8,not equal,72340.968
U001,0200148860,DOLLA systems,,2020.0,1930651987.0,2020-03-15,2020-03-30,2020-03-15,NAA8,not equal,28678.845999999998
U001,0100033394,MONOGR co,,2020.0,1930648003.0,2020-03-13,2020-05-08,2020-03-13,BR56,equal,9151.8
U001,0200609331,KROG co,,2020.0,1930809376.0,2020-04-21,2020-05-06,2020-04-21,NAA8,equal,9664.543
U001,0200792734,MDV/ co,,2020.0,1930687367.0,2020-03-23,2020-04-07,2020-03-23,NAA8,equal,99523.69
U001,0200769623,WAL-MAR systems,,2020.0,1930647752.0,2020-03-14,2020-03-29,2020-03-14,NAH4,not equal,15351.777
U001,0200762301,C&S WH corporation,,2020.0,1930799161.0,2020-04-20,2020-05-05,2020-04-20,NAC6,not equal,28699.453999999998
U001,0200726979,BJ'S  in,,2020.0,1930623673.0,2020-03-09,2020-03-24,2020-03-09,NAA8,equal,705.0749999999999
CA02,0140105785,SHOPPE associates,,2020.0,2960623325.0,2020-03-23,2020-04-04,2020-03-25,CA10,not equal,40373.689999999995
U001,0200803720,DEC ,,2020.0,1930698888.0,2020-03-25,2020-04-08,2020-03-16,NAM4,not equal,1444.324
U001,0200769623,WAL-MAR co,,2020.0,1930739028.0,2020-04-04,2020-04-19,2020-04-04,NAH4,not equal,11415.257
U001,0200744019,TARG llc,,2020.0,1930802106.0,2020-04-20,2020-05-05,2020-04-20,NAA8,not equal,3273.6059999999998
U001,0200794332,COST co,,2020.0,1930850179.0,2020-05-04,2020-05-19,2020-05-04,NAAX,not equal,23091.628
U001,0200794332,COST llc,,2020.0,1930724658.0,2020-04-02,2020-04-17,2020-04-02,NAAX,not equal,11188.205
U001,0200729942,SA co,,2020.0,1930767786.0,2020-04-09,2020-04-24,2020-04-09,NAA8,equal,20490.918
U001,0100025470,HACKN llc,,2020.0,1930814396.0,2020-04-22,2020-05-07,2020-04-22,NAA8,equal,962.7099999999999
U001,0200794332,COST us,,2020.0,1930688160.0,2020-03-25,2020-04-09,2020-03-25,NAAX,not equal,28318.871
U001,0200763229,MAINES us,,2020.0,1930906932.0,2020-05-15,2020-05-30,2020-05-15,NAA8,equal,11998.601999999999
U001,0200799367,MCL associates,,2020.0,1930671616.0,2020-03-19,2020-04-03,2020-03-19,NAA8,equal,29671.515999999996
U001,0200778998,CE trust,,2020.0,1930713606.0,2020-03-27,2020-04-11,2020-03-27,NAA8,equal,64464.799
U001,0200705742,DOT in,,2020.0,1930817403.0,2020-04-22,2020-05-12,2020-04-22,NAD1,equal,13606.158999999998
U001,0200769623,WAL-MAR foundation,,2020.0,1930648333.0,2020-03-14,2020-03-29,2020-03-14,NAH4,equal,3250.3799999999997
U001,0200769623,WAL-MAR foundation,,2020.0,1930585120.0,2020-03-03,2020-03-18,2020-03-03,NAH4,not equal,10297.699999999999
U001,0200769623,WAL-MAR llc,,2020.0,1930793369.0,2020-04-17,2020-05-02,2020-04-17,NAH4,not equal,6076.0419999999995
U001,0200778998,CE us,,2020.0,1930754334.0,2020-04-06,2020-04-21,2020-04-06,NAA8,equal,24625.132
U001,0200762301,C&S WH systems,,2020.0,1930779517.0,2020-04-12,2020-04-27,2020-04-12,NAC6,equal,52932.62799999999
U001,0200769623,WAL-MAR co,,2020.0,1930777832.0,2020-04-13,2020-04-28,2020-04-13,NAH4,not equal,21147.356999999996
CA02,0100030194,AMAZO associates,,2020.0,2960617899.0,2020-03-04,2020-03-16,2020-03-06,CA10,not equal,4067.3149999999996
U001,0200769623,WAL-MAR associates,,2020.0,1930884653.0,2020-05-11,2020-05-26,2020-05-11,NAH4,not equal,23336.054
U001,0200707005,KING S associates,,2020.0,1930571866.0,2020-02-28,2020-03-14,2020-02-28,NAA8,not equal,107173.269
U001,0200769623,WAL-MAR ,,2020.0,1930597848.0,2020-03-05,2020-03-20,2020-03-05,NAH4,not equal,53413.87799999999
U001,0200739534,OK foundation,,2020.0,1930597596.0,2020-03-03,2020-03-18,2020-03-03,NAA8,not equal,31004.855
U001,0200769623,WAL-MAR corp,,2020.0,1930747105.0,2020-04-05,2020-04-20,2020-04-05,NAH4,not equal,3225.551
U001,0200769623,WAL-MAR associates,,2020.0,1930779791.0,2020-04-13,2020-04-28,2020-04-13,NAH4,not equal,11589.34
U001,0200782669,SYGMA trust,,2020.0,1930660274.0,2020-03-18,2020-04-02,2020-03-18,NAA8,not equal,686.154
U001,0200769623,WAL-MAR foundation,,2020.0,1930742910.0,2020-04-04,2020-04-19,2020-04-04,NAH4,not equal,3982.37
U001,0200759878,SA foundation,,2020.0,1930674849.0,2020-03-21,2020-04-05,2020-03-21,NAH4,not equal,17936.415
U001,200739534,OK trust,,2020.0,1930729294.0,2020-04-01,2020-04-16,2020-04-01,NAA8,equal,49858.549999999996
U001,0200772670,ASSOCIAT systems,,2020.0,1930803976.0,2020-04-20,2020-05-05,2020-04-20,NAU5,equal,73438.148
U001,0200769623,WAL-MAR ,,2020.0,1930699725.0,2020-03-27,2020-04-11,2020-03-27,NAH4,not equal,1328.74
U001,0200769623,WAL-MAR systems,,2020.0,1930780998.0,2020-04-13,2020-04-28,2020-04-13,NAH4,equal,10194.002
U001,0200769623,WAL-MAR systems,,2020.0,1930622872.0,2020-03-09,2020-03-24,2020-03-09,NAH4,equal,31899.301
CA02,0140104409,LOB us,,2020.0,2960619597.0,2020-03-16,2020-04-03,2020-03-24,CA10,not equal,77627.81599999999
U001,0200726979,BJ'S  associates,,2020.0,1930772962.0,2020-04-08,2020-04-23,2020-04-08,NAA8,not equal,88.844
U001,0200769623,WAL-MAR corp,,2020.0,1930716896.0,2020-03-31,2020-04-15,2020-03-31,NAH4,not equal,39178.307
U001,0200769623,WAL-MAR associates,,2020.0,1930837348.0,2020-04-30,2020-05-15,2020-04-30,NAH4,not equal,29978.41
U001,0200769623,WAL-MAR associates,,2020.0,1930681707.0,2020-03-21,2020-04-05,2020-03-21,NAH4,not equal,29658.950999999997
U001,0200705742,DOT ,,2020.0,1930859972.0,2020-05-05,2020-05-25,2020-05-05,NAD1,equal,9035.039999999999
U001,0200744019,TARG systems,,2020.0,1930796624.0,2020-04-17,2020-05-02,2020-04-17,NAA8,not equal,13989.129
U001,0200760666,KEHE  ,,2020.0,1930631177.0,2020-03-12,2020-03-27,2020-03-12,NAA8,not equal,1751.4979999999998
U001,0200769623,WAL-MAR corp,,2020.0,1930718501.0,2020-03-29,2020-04-13,2020-03-29,NAH4,equal,3287.3329999999996
U001,200769623,WAL-MAR in,,2020.0,1930881013.0,2020-05-09,2020-05-24,2020-05-09,NAH4,not equal,16077.46
U001,0200705742,DOT corp,,2020.0,1930625092.0,2020-03-09,2020-03-24,2020-03-09,NAA8,equal,44119.6
U001,0200706844,WINC trust,,2020.0,1930875668.0,2020-05-07,2020-05-22,2020-05-07,NAA8,equal,12274.15
U001,0200769623,WAL-MAR foundation,,2020.0,1930800903.0,2020-04-21,2020-05-06,2020-04-21,NAH4,not equal,41937.826
U001,0200416837,DEC systems,,2020.0,1930812810.0,2020-04-22,2020-05-09,2020-04-16,NAM4,not equal,3589.9359999999992
U001,0200337148,COAS ,,2020.0,1930803571.0,2020-04-20,2020-05-05,2020-04-20,NAA8,equal,14738.646999999999
U001,0100033340,SEVI co,,2020.0,1930795396.0,2020-04-24,2020-05-09,2020-04-24,NAA8,not equal,19794.726
U001,0200803720,DEC ,,2020.0,1930617840.0,2020-03-07,2020-03-11,2020-03-01,NAM2,not equal,3078.6420000000003
U001,0200759878,SA systems,,2020.0,1930777124.0,2020-04-14,2020-05-29,2020-04-14,NAWP,not equal,64173.63399999999
U001,0200729942,SA llc,,2020.0,1930857524.0,2020-05-04,2020-05-19,2020-05-04,NAA8,equal,1685.824
CA02,0140104440,SO llc,,2020.0,2960618875.0,2020-03-10,2020-03-21,2020-03-11,CA10,not equal,54843.564999999995
U001,0100043948,AMERIC systems,,2020.0,1930667562.0,2020-03-27,2020-04-11,2020-03-27,NAA8,not equal,12123.859999999999
U001,0200772595,SAFEW corporation,,2020.0,1930683898.0,2020-03-21,2020-04-05,2020-03-21,NAA8,equal,69866.09
U001,0200726979,BJ'S  foundation,,2020.0,1930780809.0,2020-04-07,2020-04-22,2020-04-07,NAA8,not equal,188.867
U001,0100008001,ANHA trust,,2020.0,1930647902.0,2020-03-18,2020-04-07,2020-03-18,NAD1,not equal,12161.8
U001,0200769623,WAL-MAR us,,2020.0,1930717346.0,2020-03-29,2020-04-13,2020-03-29,NAH4,not equal,5135.704
U001,200739534,OK corp,,2020.0,1930731415.0,2020-04-01,2020-04-16,2020-04-01,NAA8,equal,40024.08899999999
U001,0200726979,BJ'S  llc,,2020.0,1930629598.0,2020-03-08,2020-03-23,2020-03-08,NAA8,not equal,544.7819999999999
U001,0200793830,M in,,2020.0,1930876403.0,2020-05-07,2020-05-22,2020-05-07,NAA8,equal,21711.746
U001,0200794332,COST us,,2020.0,1930783126.0,2020-04-17,2020-05-02,2020-04-17,NAAX,not equal,17699.29
U013,0100034330,MASSY D llc,,2020.0,1991841304.0,2020-03-19,2020-04-18,2020-03-19,NAVE,not equal,42462.602
U001,0200769623,WAL-MAR in,,2020.0,1930686471.0,2020-03-23,2020-04-07,2020-03-23,NAH4,equal,22937.739999999998
U001,0200769623,WAL-MAR us,,2020.0,1930717384.0,2020-03-30,2020-04-14,2020-03-30,NAH4,not equal,18793.606999999996
U001,0200794332,COST in,,2020.0,1930833910.0,2020-04-30,2020-05-15,2020-04-30,NAAX,not equal,19552.316
U001,0200769623,WAL-MAR llc,,2020.0,1930719378.0,2020-03-30,2020-04-14,2020-03-30,NAH4,equal,51371.6
U001,0200519201,KROGE llc,,2020.0,1930856468.0,2020-05-05,2020-05-20,2020-05-05,NAA8,not equal,181138.08299999998
U001,200762301,C&S WH associates,,2020.0,1930720223.0,2020-03-31,2020-04-15,2020-03-31,NAC6,not equal,5083.308999999999
U001,0200739386,PEPSI corporation,,2020.0,1930718273.0,2020-03-30,2020-04-14,2020-03-30,NAA8,not equal,45913.875
U001,0200722369,PERFOR us,,2020.0,1930768465.0,2020-04-10,2020-04-25,2020-04-10,NAA8,not equal,19797.379
U001,0200744019,TARG co,,2020.0,1930799603.0,2020-04-18,2020-05-03,2020-04-18,NAA8,not equal,9597.867999999999
U001,200769623,WAL-MAR corporation,,2020.0,1930758053.0,2020-04-07,2020-04-22,2020-04-07,NAH4,equal,23658.900999999998
U001,0200786288,FAMILY co,,2020.0,1930780014.0,2020-04-13,2020-04-28,2020-04-13,NAC6,not equal,8830.213
U001,0200418007,AM associates,,2020.0,1930624215.0,2020-03-10,2020-03-25,2020-03-10,NAA8,not equal,71838.48
U001,0200769623,WAL-MAR associates,,2020.0,1930628297.0,2020-03-10,2020-03-25,2020-03-10,NAH4,equal,4177.488
CA02,140106408,WAL-M associates,,2020.0,2960624277.0,2020-03-27,2020-04-06,2020-03-27,CA10,equal,44553.551
U001,0200769623,WAL-MAR us,,2020.0,1930710873.0,2020-03-29,2020-04-13,2020-03-29,NAH4,not equal,3188.7799999999997
U001,0200794332,COST corp,,2020.0,1930823593.0,2020-04-28,2020-05-13,2020-04-28,NAAX,not equal,14965.600999999999
U001,0200726025,MARTI trust,,2020.0,1930620820.0,2020-03-07,2020-03-22,2020-03-07,NAA8,equal,36536.149999999994
U001,200759082,INGL foundation,,2020.0,1930670691.0,2020-03-19,2020-04-03,2020-03-19,NAA8,equal,44660.916999999994
CA02,0140106408,WAL-M trust,,2020.0,2960622731.0,2020-03-20,2020-03-30,2020-03-20,CA10,equal,62138.972
U001,0200803720,DEC us,,2020.0,1930699608.0,2020-03-25,2020-04-08,2020-03-16,NAM4,not equal,6009.108
U001,0200726979,BJ'S  corporation,,2020.0,1930624787.0,2020-03-10,2020-03-25,2020-03-10,NAA8,not equal,180.278
U001,0200777735,NASH  trust,,2020.0,1930747459.0,2020-04-03,2020-06-07,2020-04-03,NAGD,not equal,596.512
U001,0200806580,BE corp,,2020.0,1930608312.0,2020-03-06,2020-03-21,2020-03-06,NAA8,not equal,3648.12
CA02,CCU001,KRAFT  ,,2020.0,2960621969.0,2020-03-19,2020-04-24,2020-03-20,NAG2,not equal,21270.48
U001,0200769623,WAL-MAR corporation,,2020.0,1930705142.0,2020-03-25,2020-04-09,2020-03-25,NAH4,not equal,29785.790999999997
U001,0200014556,ALBER corporation,,2020.0,1930566741.0,2020-02-27,2020-05-02,2020-02-27,NAGD,not equal,10956.154999999999
U001,0200769623,WAL-MAR corp,,2020.0,1930584017.0,2020-03-02,2020-03-17,2020-03-02,NAH4,not equal,7195.411999999999
U001,0200769623,WAL-MAR foundation,,2020.0,1930652473.0,2020-03-14,2020-03-29,2020-03-14,NAH4,equal,6704.089
U001,0200772670,ASSOCIAT corp,,2020.0,1930804068.0,2020-04-20,2020-05-05,2020-04-20,NAU5,equal,1018.8149999999999
CA02,0140104440,SO systems,,2020.0,2960618933.0,2020-03-06,2020-03-16,2020-03-06,CA10,equal,52006.486
U001,0200794332,COST llc,,2020.0,1930631983.0,2020-03-11,2020-03-26,2020-03-11,NAAX,not equal,12119.555
U001,0200803720,DEC foundation,,2020.0,1930863123.0,2020-05-06,2020-05-24,2020-05-01,NAM4,not equal,7015.092
U001,0200726979,BJ'S  corp,,2020.0,1930577439.0,2020-02-27,2020-03-13,2020-02-27,NAA8,equal,427.861
U001,0200794332,COST ,,2020.0,1930719446.0,2020-03-30,2020-04-14,2020-03-30,NAAX,equal,22900.828999999998
U001,0200744019,TARG ,,2020.0,1930823285.0,2020-04-25,2020-05-10,2020-04-25,NAA8,equal,9712.409
U001,0200762301,C&S WH ,,2020.0,1930752227.0,2020-04-07,2020-04-22,2020-04-07,NAC6,not equal,15757.028
U001,0200744019,TARG in,,2020.0,1930823263.0,2020-04-25,2020-05-10,2020-04-25,NAA8,not equal,6675.115999999999
U001,0200769623,WAL-MAR us,,2020.0,1930798490.0,2020-04-18,2020-05-03,2020-04-18,NAH4,not equal,35691.334
U001,0200792734,MDV/ in,,2020.0,1930652317.0,2020-03-13,2020-03-28,2020-03-13,NAA8,not equal,135.975
U001,0200769623,WAL-MAR corp,,2020.0,1930722805.0,2020-03-31,2020-04-15,2020-03-31,NAH4,not equal,14248.786999999998
U001,200759878,SA llc,,2020.0,1930684474.0,2020-03-22,2020-04-06,2020-03-22,NAH4,not equal,14742.21
U001,0200794332,COST llc,,2020.0,1930810792.0,2020-04-23,2020-05-08,2020-04-23,NAAX,not equal,10253.557999999999
U001,0200122006,LATIN llc,,2020.0,1930599336.0,2020-03-10,2020-03-25,2020-03-10,NAA8,not equal,1095.514
U001,0200803720,DEC us,,2020.0,1930692427.0,2020-03-24,2020-04-08,2020-03-16,NAM4,not equal,1948.996
U001,0200434439,BAUGH SU us,,2020.0,1930830059.0,2020-04-27,2020-05-12,2020-04-27,NAA8,equal,72713.32599999999
U001,0200729290,KROGER associates,,2020.0,1930689660.0,2020-03-23,2020-04-07,2020-03-23,NAA8,not equal,71465.625
U001,0200769623,WAL-MAR ,,2020.0,1930699688.0,2020-03-26,2020-04-10,2020-03-26,NAH4,not equal,41398.174999999996
U001,CCU013,KRAFT F foundation,,2020.0,1930609426.0,2020-03-09,2020-03-09,2020-03-09,NAX2,not equal,3452.694
U001,0200792293,UNIFIE ,,2020.0,1930643197.0,2020-03-12,2020-03-27,2020-03-12,NAA8,equal,16930.773999999998
U001,0200744019,TARG co,,2020.0,1930772620.0,2020-04-10,2020-04-25,2020-04-10,NAA8,not equal,3644.3959999999997
U001,0200769623,WAL-MAR ,,2020.0,1930749931.0,2020-04-06,2020-04-21,2020-04-06,NAH4,not equal,25197.361
U001,0200759878,SA co,,2020.0,1930654302.0,2020-03-15,2020-03-30,2020-03-15,NAH4,equal,17710.035
U001,0200592182,DECA trust,,2020.0,1930823634.0,2020-04-24,2020-04-26,2020-04-16,NAM2,not equal,8999.312
U001,0200706844,WINC foundation,,2020.0,1930633767.0,2020-03-12,2020-03-27,2020-03-12,NAA8,not equal,1011.8779999999999
U001,200759878,SA systems,,2020.0,1930851663.0,2020-05-03,2020-05-18,2020-05-03,NAH4,not equal,57292.718
U001,0200769623,WAL-MAR in,,2020.0,1930853883.0,2020-05-04,2020-05-19,2020-05-04,NAH4,not equal,10859.765
U001,0200759878,SA llc,,2020.0,1930699102.0,2020-03-27,2020-04-11,2020-03-27,NAH4,not equal,19782.406
U001,0200769623,WAL-MAR corp,,2020.0,1930797740.0,2020-04-17,2020-05-02,2020-04-17,NAH4,equal,3998.176
U001,0200769623,WAL-MAR foundation,,2020.0,1930739609.0,2020-04-03,2020-04-18,2020-04-03,NAH4,equal,1394.2879999999998
U001,0200759878,SA ,,2020.0,1930772512.0,2020-04-10,2020-04-25,2020-04-10,NAH4,not equal,29835.232
U001,0200592182,DECA systems,,2020.0,1930882106.0,2020-05-09,2020-05-24,2020-05-01,NAM4,not equal,2596.874
U001,0200982294,BUR corp,,2020.0,1930639510.0,2020-03-12,2020-03-27,2020-03-12,NAA8,not equal,56147.979999999996
U001,0200769623,WAL-MAR foundation,,2020.0,1930723454.0,2020-04-01,2020-04-16,2020-04-01,NAH4,not equal,9922.759
U001,0200759878,SA systems,,2020.0,1930684237.0,2020-03-25,2020-04-09,2020-03-25,NAH4,not equal,10292.778999999999
U001,0200707741,SMART &  systems,,2020.0,1930660778.0,2020-03-17,2020-04-01,2020-03-17,NAA8,equal,68409.243
U001,0200769623,WAL-MAR in,,2020.0,1930750239.0,2020-04-07,2020-04-22,2020-04-07,NAH4,not equal,8662.759
U001,0200337148,COAS co,,2020.0,1930725765.0,2020-03-31,2020-04-15,2020-03-31,NAA8,equal,29000.005999999998
U001,0200704858,WAKE llc,,2020.0,1930802320.0,2020-04-20,2020-05-05,2020-04-20,NAA8,not equal,9720.956
U001,0200769623,WAL-MAR co,,2020.0,1930581354.0,2020-02-29,2020-03-15,2020-02-29,NAH4,not equal,16322.438999999998
U001,0200769623,WAL-MAR in,,2020.0,1930727987.0,2020-04-01,2020-04-16,2020-04-01,NAH4,equal,31887.807
U001,0200915438,GROC in,,2020.0,1930561888.0,2020-02-28,2020-03-14,2020-02-28,NAA8,not equal,6835.849999999999
U001,0200769623,WAL-MAR ,,2020.0,1930719256.0,2020-03-30,2020-04-14,2020-03-30,NAH4,equal,15943.081
U001,0200705742,DOT llc,,2020.0,1930582984.0,2020-02-28,2020-04-02,2020-02-28,NAAW,equal,13107.422999999999
U001,0200769623,WAL-MAR us,,2020.0,1930677287.0,2020-03-22,2020-04-06,2020-03-22,NAH4,not equal,35094.451
U001,0200418007,AM us,,2020.0,1930730367.0,2020-04-06,2020-04-21,2020-04-06,NAA8,not equal,2024.5679999999998
U001,0200769623,WAL-MAR corporation,,2020.0,1930675954.0,2020-03-21,2020-04-05,2020-03-21,NAH4,not equal,1326.185
U001,0200780825,SYSCO FO us,,2020.0,1930778306.0,2020-04-13,2020-04-28,2020-04-13,NAA8,not equal,8132.648999999999
U001,0200772595,SAFEW us,,2020.0,1930637529.0,2020-03-12,2020-03-27,2020-03-12,NAA8,not equal,14938.553
U001,0200769623,WAL-MAR trust,,2020.0,1930829106.0,2020-04-26,2020-05-11,2020-04-26,NAH4,equal,8691.998
U001,0200762301,C&S WH co,,2020.0,1930753153.0,2020-04-07,2020-04-22,2020-04-07,NAC6,not equal,5522.523999999999
U001,0200780383,MEIJ co,,2020.0,1930594512.0,2020-03-03,2020-03-18,2020-03-03,NAA8,equal,49220.331999999995
U001,0200769623,WAL-MAR corp,,2020.0,1930857050.0,2020-05-05,2020-05-20,2020-05-05,NAH4,not equal,5615.729
U001,0200769623,WAL-MAR associates,,2020.0,1930693273.0,2020-03-24,2020-04-08,2020-03-24,NAH4,equal,31344.340999999997
U001,0200769623,WAL-MAR ,,2020.0,1930851107.0,2020-05-01,2020-05-16,2020-05-01,NAH4,not equal,10309.991999999998
U001,200726979,BJ'S  corporation,,2020.0,1930670281.0,2020-03-19,2020-04-03,2020-03-19,NAA8,equal,438.172
U001,0200762301,C&S WH systems,,2020.0,1930828110.0,2020-04-26,2020-05-11,2020-04-26,NAC6,equal,16623.103
U001,CCU013,KRAFT F systems,,2020.0,1930677009.0,2020-03-24,2020-03-24,2020-03-24,NAX2,not equal,236.52999999999997
U001,0200726979,BJ'S  corp,,2020.0,1930593960.0,2020-03-04,2020-03-19,2020-03-04,NAA8,not equal,325.444
U001,0200762301,C&S WH corporation,,2020.0,1930582220.0,2020-02-28,2020-03-14,2020-02-28,NAC6,equal,2163.091
U001,0200418007,AM systems,,2020.0,1930794878.0,2020-04-23,2020-05-08,2020-04-23,NAA8,not equal,5452.748
U001,0200769623,WAL-MAR us,,2020.0,1930799311.0,2020-04-19,2020-05-04,2020-04-19,NAH4,not equal,42390.172999999995
