,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,coverted_usd,Aging Bucket
1721,CA02,0140104409,LOB foundation,2020-04-06 01:28:42.875000000,2020.0,2960621309.0,2020-03-14,2020-03-26,2020-03-16,CA10,125388.01799999998,0-15
1722,CA02,0140104409,LOB llc,2020-05-05 15:58:23.437500000,2020.0,2960628266.0,2020-04-14,2020-04-25,2020-04-15,CA10,38742.438,0-15
1723,U001,0200719839,ASSOCI co,2020-04-16 14:45:55.453125000,2020.0,1930718048.0,2020-03-30,2020-04-14,2020-03-30,NAA8,16322.410999999998,0-15
1724,U001,0200418007,AM trust,2020-05-24 09:34:41.750000000,2020.0,1930720702.0,2020-03-30,2020-06-03,2020-03-30,NAGD,1583.316,
1725,U001,0200769623,WAL-MAR in,2020-04-07 16:29:29.765625000,2020.0,1930684122.0,2020-03-22,2020-04-06,2020-03-22,NAH4,40215.09099999999,0-15
1726,U001,0200772670,ASSOCIAT ,2020-05-20 20:09:33.234375000,2020.0,1930854012.0,2020-05-04,2020-05-19,2020-05-04,NAU5,40848.514,0-15
1727,U001,0200769623,WAL-MAR us,2020-04-17 04:10:59.867187500,2020.0,1930720585.0,2020-04-01,2020-04-16,2020-04-01,NAH4,3588.431,0-15
1728,U001,0200742791,QUI co,2020-04-02 13:13:08.078125000,2020.0,1930653653.0,2020-03-17,2020-04-01,2020-03-17,NAA8,38938.284,0-15
1729,U001,0200779051,AFFILI corporation,2020-04-05 12:36:39.250000000,2020.0,1930791194.0,2020-04-15,2020-04-30,2020-04-15,NAA8,42493.577,
1730,U001,0200769623,WAL-MAR us,2020-03-20 04:10:59.867187500,2020.0,1930593538.0,2020-03-04,2020-03-19,2020-03-04,NAH4,7012.053999999999,0-15
1731,U001,0200707822,PUBLI ,2020-03-24 06:42:12.765625000,2020.0,1930621181.0,2020-03-08,2020-03-23,2020-03-08,NAA8,15935.115,0-15
1732,U001,0200769623,WAL-MAR co,2020-05-27 04:39:58.250000000,2020.0,1930883240.0,2020-05-11,2020-05-26,2020-05-11,NAH4,9008.125,0-15
1733,U001,0200772670,ASSOCIAT corporation,2020-03-24 19:58:15.937500000,2020.0,1930623725.0,2020-03-08,2020-03-23,2020-03-08,NAU5,29776.201,0-15
1734,U001,0200762301,C&S WH co,2020-04-24 09:19:42.367187500,2020.0,1930759122.0,2020-04-09,2020-04-24,2020-04-09,NAC6,69780.627,0-15
1735,U001,0200803720,DEC us,2020-05-20 21:41:18.031250000,2020.0,1930872534.0,2020-05-07,2020-05-24,2020-05-01,NAM4,1708.756,
1736,U001,0200726979,BJ'S  corp,2020-04-29 18:26:34.203125000,2020.0,1930781751.0,2020-04-14,2020-04-29,2020-04-14,NAA8,950.516,0-15
1737,U001,0200705742,DOT corporation,2020-03-20 05:35:07.781250000,2020.0,1930607214.0,2020-03-05,2020-03-25,2020-03-05,NAD1,15376.585,
1738,U001,0200744019,TARG ,2020-04-22 16:27:03.406250000,2020.0,1930750234.0,2020-04-05,2020-04-20,2020-04-05,NAA8,2005.794,0-15
1739,U001,0200759878,SA trust,2020-05-01 00:21:11.437500000,2020.0,1930783185.0,2020-04-15,2020-04-30,2020-04-15,NAH4,56521.745,0-15
1740,U001,200705372,FR associates,2020-04-21 01:31:41.376953125,2020.0,1930755356.0,2020-04-06,2020-04-21,2020-04-06,NAA8,98734.048,0-15
1741,U001,0200759878,SA us,2020-04-03 09:32:39.765625000,2020.0,1930655360.0,2020-03-19,2020-04-03,2020-03-19,NAH4,9703.344,0-15
1742,CA02,0140104409,LOB co,2020-04-05 04:57:56.687500000,2020.0,2960620476.0,2020-03-14,2020-03-25,2020-03-15,CA10,173162.808,0-15
1743,U001,0200769623,WAL-MAR co,2020-04-21 01:47:39.804687500,2020.0,1930749873.0,2020-04-05,2020-04-20,2020-04-05,NAH4,9544.864,0-15
1744,U001,0200769623,WAL-MAR llc,2020-04-28 15:46:21.281250000,2020.0,1930776678.0,2020-04-12,2020-04-27,2020-04-12,NAH4,29162.244999999995,0-15
1745,CA02,0140104409,LOB in,2020-05-25 22:45:04.687500000,2020.0,2960631463.0,2020-05-04,2020-05-15,2020-05-05,CA10,158946.501,0-15
1746,CA02,0140104472,MARTIN llc,2020-05-03 01:26:55.625000000,2020.0,2960626557.0,2020-04-08,2020-04-20,2020-04-10,CA10,8767.584,0-15
1747,U001,0200739534,OK llc,2020-04-08 20:02:53.171875000,2020.0,1930687007.0,2020-03-23,2020-04-07,2020-03-23,NAA8,45006.934,0-15
1748,U001,0200786288,FAMILY ,2020-05-04 00:28:28.890625000,2020.0,1930796811.0,2020-04-17,2020-05-02,2020-04-17,NAC6,45877.608,0-15
1749,U001,0200769623,WAL-MAR in,2020-04-06 01:24:15.304687500,2020.0,1930683016.0,2020-03-21,2020-04-05,2020-03-21,NAH4,4230.24,0-15
1750,U001,0200744019,TARG corp,2020-04-05 18:04:05.062500000,2020.0,1930621865.0,2020-03-10,2020-03-25,2020-03-10,NAA8,38016.286,0-15
1751,U001,0200780383,MEIJ associates,2020-05-07 23:07:21.601562500,2020.0,1930595798.0,2020-03-03,2020-05-07,2020-03-03,NAGD,13076.168,0-15
1752,U001,0200762301,C&S WH corp,2020-04-18 16:41:37.621093750,2020.0,1930745422.0,2020-04-04,2020-04-19,2020-04-04,NAC6,6113.184,
1753,U001,0200418007,AM associates,2020-03-30 10:51:36.476562500,2020.0,1930646653.0,2020-03-14,2020-03-29,2020-03-14,NAA8,60479.99999999999,0-15
1754,U001,0200769623,WAL-MAR us,2020-05-24 20:07:11.515625000,2020.0,1930874642.0,2020-05-08,2020-05-23,2020-05-08,NAH4,44998.52,0-15
1755,U001,0200769623,WAL-MAR systems,2020-03-25 19:02:18.234375000,2020.0,1930630024.0,2020-03-09,2020-03-24,2020-03-09,NAH4,53163.264,0-15
1756,U001,0200704858,WAKE corp,2020-04-10 01:45:47.500000000,2020.0,1930689572.0,2020-03-24,2020-04-08,2020-03-24,NAA8,13071.527,0-15
1757,U001,0200799367,MCL ,2020-05-09 17:58:58.187500000,2020.0,1930601401.0,2020-03-04,2020-05-08,2020-03-04,NAGD,869.869,0-15
1758,U001,0200793568,SUPE systems,2020-04-11 06:32:34.593750000,2020.0,1930691578.0,2020-03-24,2020-04-08,2020-03-24,NAA8,15693.391,0-15
1759,U001,0200769623,WAL-MAR associates,2020-03-25 15:13:39.062500000,2020.0,1930624508.0,2020-03-10,2020-03-25,2020-03-10,NAH4,382.039,0-15
1760,U001,0200744019,TARG corporation,2020-03-31 17:51:35.312500000,2020.0,1930597731.0,2020-03-05,2020-03-20,2020-03-05,NAA8,36717.688,0-15
1761,U001,0200747369,SCHNU in,2020-04-18 00:21:16.750000000,2020.0,1930673501.0,2020-03-20,2020-04-04,2020-03-20,NAA8,81015.73199999999,0-15
1762,U001,0200744019,TARG associates,2020-05-23 04:12:51.468750000,2020.0,1930852427.0,2020-05-06,2020-05-21,2020-05-06,NAA8,12611.143999999998,0-15
1763,U001,0200769623,WAL-MAR trust,2020-03-16 03:25:22.539062500,2020.0,1930584639.0,2020-02-29,2020-03-15,2020-02-29,NAH4,10885.728,0-15
1764,U001,0200290370,BARGAIN  associates,2020-05-19 06:11:19.500000000,2020.0,1930832766.0,2020-05-01,2020-05-16,2020-05-01,NAA8,1715.742,0-15
1765,CA02,0140104429,COSTCO in,2020-03-27 11:44:10.625000000,2020.0,2960617229.0,2020-03-01,2020-03-14,2020-03-04,CA10,51032.184,0-15
1766,U001,0200707822,PUBLI systems,2020-05-07 21:43:22.734375000,2020.0,1930809334.0,2020-04-21,2020-05-06,2020-04-21,NAA8,21617.729,0-15
1767,U001,0200769623,WAL-MAR ,2020-05-12 18:37:16.296875000,2020.0,1930829304.0,2020-04-26,2020-05-11,2020-04-26,NAH4,26874.666,0-15
1768,U001,0200799367,MCL ,2020-05-10 20:54:28.296875000,2020.0,1930804618.0,2020-04-23,2020-05-08,2020-04-23,NAA8,16106.265,0-15
1769,U001,0200580232,INTERR corporation,2020-03-09 23:21:23.226562500,2020.0,1930581454.0,2020-02-28,2020-03-09,2020-02-28,NA10,29273.825,0-15
1770,U001,200331749,SYSC in,2020-05-26 14:30:40.250000000,2020.0,1930839712.0,2020-05-05,2020-05-20,2020-05-05,NAA8,12662.622,0-15
1771,U001,0200772670,ASSOCIAT systems,2020-03-22 21:52:43.406250000,2020.0,1930615230.0,2020-03-06,2020-03-21,2020-03-06,NAU5,3169.005,0-15
1772,U001,0200769623,WAL-MAR systems,2020-04-11 02:23:24.015625000,2020.0,1930710385.0,2020-03-29,2020-04-13,2020-03-29,NAH4,462.777,
1773,CA02,0140104440,SO co,2020-05-06 23:15:27.500000000,2020.0,2960626566.0,2020-04-08,2020-04-18,2020-04-08,CA10,909.111,16-30
1774,U001,0100031704,DELHAIZE ,2020-04-05 16:06:12.718750000,2020.0,1930668528.0,2020-03-19,2020-04-03,2020-03-19,NAA8,58446.297,0-15
1775,U001,0200769623,WAL-MAR corporation,2020-04-29 00:12:47.632812500,2020.0,1930778945.0,2020-04-13,2020-04-28,2020-04-13,NAH4,11284.056,0-15
1776,U001,0200519201,KROGE trust,2020-05-08 02:18:56.796875000,2020.0,1930808236.0,2020-04-21,2020-05-06,2020-04-21,NAA8,29870.624,0-15
1777,U001,0200700919,US  corp,2020-05-01 16:24:34.750000000,2020.0,1930782921.0,2020-04-13,2020-04-28,2020-04-13,NAA8,26664.722,0-15
1778,U001,0200707822,PUBLI corp,2020-05-03 07:34:51.734375000,2020.0,1930793908.0,2020-04-17,2020-05-02,2020-04-17,NAA8,99000.615,0-15
1779,U001,0200772595,SAFEW trust,2020-03-19 10:45:11.421875000,2020.0,1930585264.0,2020-03-03,2020-03-18,2020-03-03,NAA8,32292.022,0-15
1780,U001,0200769623,WAL-MAR corp,2020-04-24 15:35:46.890625000,2020.0,1930760017.0,2020-04-08,2020-04-23,2020-04-08,NAH4,42912.639,0-15
1781,U001,0200769623,WAL-MAR corp,2020-04-27 03:02:58.125000000,2020.0,1930774969.0,2020-04-11,2020-04-26,2020-04-11,NAH4,7577.331999999999,0-15
1782,U001,0200769623,WAL-MAR co,2020-04-18 01:16:35.320312500,2020.0,1930729945.0,2020-04-02,2020-04-17,2020-04-02,NAH4,4572.82,0-15
1783,U001,0200769623,WAL-MAR systems,2020-03-14 03:25:22.539062500,2020.0,1930576923.0,2020-02-27,2020-03-13,2020-02-27,NAH4,2289.028,0-15
1784,U001,0200794332,COST llc,2020-03-18 21:27:58.994140625,2020.0,1930585834.0,2020-03-04,2020-03-19,2020-03-04,NAAX,9943.066,
1785,U001,200875680,MINERS  corporation,2020-05-12 06:50:11.625000000,2020.0,1930897103.0,2020-05-13,2020-05-28,2020-05-13,NAA8,54077.618,
1786,CA02,140104423,METRO  corporation,2020-05-28 07:42:08.000000000,2020.0,2960632641.0,2020-05-06,2020-05-18,2020-05-08,CA10,68971.385,0-15
1787,U001,0200705742,DOT ,2020-04-24 07:37:47.531250000,2020.0,1930768592.0,2020-04-09,2020-04-29,2020-04-09,NAD1,593.1519999999999,
1788,U001,0200704858,WAKE us,2020-05-04 19:29:22.359375000,2020.0,1930803023.0,2020-04-22,2020-05-07,2020-04-22,NAA8,13377.959,
1789,U001,0200706844,WINC associates,2020-05-24 19:32:19.375000000,2020.0,1930839902.0,2020-05-05,2020-05-20,2020-05-05,NAA8,5266.128,0-15
1790,U001,0200769623,WAL-MAR in,2020-03-18 15:45:55.578125000,2020.0,1930580065.0,2020-03-02,2020-03-17,2020-03-02,NAH4,33278.028,0-15
1791,U001,200769623,WAL-MAR foundation,2020-05-27 14:25:58.152343750,2020.0,1930892042.0,2020-05-12,2020-05-27,2020-05-12,NAH4,462.777,0-15
1792,U001,0200741831,SUPE foundation,2020-04-23 04:16:42.734375000,2020.0,1930754266.0,2020-04-06,2020-04-21,2020-04-06,NAA8,10706.073,0-15
1793,U001,0200726979,BJ'S  co,2020-05-11 14:09:17.593750000,2020.0,1930840013.0,2020-04-30,2020-05-15,2020-04-30,NAA8,350.112,
1794,U001,0200729290,KROGER co,2020-04-06 11:10:32.515625000,2020.0,1930683553.0,2020-03-21,2020-04-05,2020-03-21,NAA8,73763.50099999999,0-15
1795,U001,0200936373,SUPE corp,2020-04-19 08:36:19.531250000,2020.0,1930720244.0,2020-03-31,2020-04-15,2020-03-31,NAA8,50763.30699999999,0-15
1796,U001,0200769623,WAL-MAR foundation,2020-05-15 05:58:21.304687500,2020.0,1930832424.0,2020-04-29,2020-05-14,2020-04-29,NAH4,14724.660999999998,0-15
1797,U001,0200759878,SA associates,2020-05-03 04:49:32.988281250,2020.0,1930580441.0,2020-02-28,2020-05-03,2020-02-28,NAGD,4412.099999999999,0-15
1798,CA02,140106408,WAL-M llc,2020-05-17 23:53:24.375000000,2020.0,2960629758.0,2020-04-23,2020-05-04,2020-04-24,CA10,24332.532,0-15
1799,U001,0200936373,SUPE ,2020-04-23 20:01:31.281250000,2020.0,1930752673.0,2020-04-06,2020-04-21,2020-04-06,NAA8,74562.52999999998,0-15
1800,U001,0200744019,TARG corporation,2020-05-01 17:51:35.312500000,2020.0,1930751198.0,2020-04-05,2020-04-20,2020-04-05,NAA8,35043.939,0-15
1801,U001,0200762301,C&S WH us,2020-06-11 13:53:09.945312500,2020.0,1930768620.0,2020-04-09,2020-06-13,2020-04-09,NAGD,671.727,
1802,CA02,0140104409,LOB systems,2020-04-22 21:29:04.062500000,2020.0,2960624368.0,2020-03-29,2020-04-12,2020-04-02,CA10,52387.272,0-15
1803,U001,0200353024,DECA systems,2020-04-05 04:03:29.375000000,2020.0,1930689857.0,2020-03-24,2020-04-08,2020-03-16,NAM4,2317.266,
1804,U001,0200396637,LAWL foundation,2020-04-07 16:30:47.587890625,2020.0,1930633684.0,2020-03-09,2020-04-08,2020-03-09,NAD5,37031.148,
1805,U001,0200418007,AM co,2020-06-17 10:04:51.312500000,2020.0,1930787546.0,2020-04-17,2020-06-21,2020-04-17,NAGD,19192.32,
1806,U001,0200762301,C&S WH associates,2020-05-11 08:09:14.207031250,2020.0,1930826517.0,2020-04-26,2020-05-11,2020-04-26,NAC6,65180.01,0-15
1807,U001,0200705372,FR co,2020-03-26 10:23:49.910156250,2020.0,1930627722.0,2020-03-11,2020-03-26,2020-03-11,NAA8,43483.629,0-15
1808,U001,0200769623,WAL-MAR trust,2020-04-28 17:25:19.511718750,2020.0,1930778119.0,2020-04-13,2020-04-28,2020-04-13,NAH4,277.746,0-15
1809,U001,0200353024,DECA foundation,2020-04-21 04:23:00.328125000,2020.0,1930761949.0,2020-04-08,2020-04-24,2020-04-01,NAM4,2517.634,
1810,U001,0200769623,WAL-MAR ,2020-05-03 03:32:01.835937500,2020.0,1930799517.0,2020-04-17,2020-05-02,2020-04-17,NAH4,660.184,0-15
1811,U001,0200974851,RESTA in,2020-04-02 18:33:55.546875000,2020.0,1930666824.0,2020-03-18,2020-04-02,2020-03-18,NAA8,2308.593,0-15
1812,U001,200769623,WAL-MAR ,2020-05-28 09:23:03.125000000,2020.0,1930877806.0,2020-05-08,2020-05-23,2020-05-08,NAH4,227.514,0-15
1813,U001,0200900909,SYSCO foundation,2020-03-16 06:49:21.359375000,2020.0,1930581781.0,2020-02-28,2020-03-14,2020-02-28,NAA8,601.111,0-15
1814,U001,0200769623,WAL-MAR llc,2020-04-14 16:44:42.062500000,2020.0,1930717400.0,2020-03-29,2020-04-13,2020-03-29,NAH4,44124.78,0-15
1815,U001,0200769623,WAL-MAR foundation,2020-04-05 05:23:00.929687500,2020.0,1930672201.0,2020-03-20,2020-04-04,2020-03-20,NAH4,708.75,0-15
1816,U001,0200762950,HAR corporation,2020-05-17 10:06:46.187500000,2020.0,1930837978.0,2020-05-01,2020-05-16,2020-05-01,NAA8,65998.646,0-15
1817,U001,0200704045,RA corp,2020-03-27 14:26:25.859375000,2020.0,1930635774.0,2020-03-11,2020-03-26,2020-03-11,NAA8,12098.457,0-15
1818,U001,200769623,WAL-MAR us,2020-05-25 20:07:11.515625000,2020.0,1930878065.0,2020-05-09,2020-05-24,2020-05-09,NAH4,35694.701,0-15
1819,U001,0200719300,SYSTEMS co,2020-05-16 12:38:56.406250000,2020.0,1930809941.0,2020-04-24,2020-05-14,2020-04-24,NAD1,12902.4,0-15
1820,U001,0200820380,SMITH'S associates,2020-04-10 20:54:00.812500000,2020.0,1930685430.0,2020-03-22,2020-04-06,2020-03-22,NAA8,26716.648,0-15
1821,U001,0200769623,WAL-MAR co,2020-05-21 01:47:39.804687500,2020.0,1930856316.0,2020-05-05,2020-05-20,2020-05-05,NAH4,2259.25,0-15
1822,CA02,0140104429,COSTCO ,2020-05-07 04:11:30.375000000,2020.0,2960626584.0,2020-04-12,2020-04-24,2020-04-14,CA10,12998.797,0-15
1823,U001,0200759878,SA ,2020-05-11 06:20:24.236328125,2020.0,1930823938.0,2020-04-26,2020-05-11,2020-04-26,NAH4,22154.72,0-15
1824,U001,0200769623,WAL-MAR systems,2020-04-09 18:15:24.703125000,2020.0,1930690594.0,2020-03-24,2020-04-08,2020-03-24,NAH4,27986.399,0-15
1825,U001,0200759878,SA trust,2020-04-19 08:42:46.576171875,2020.0,1930737322.0,2020-04-04,2020-04-19,2020-04-04,NAH4,20402.844,0-15
1826,U001,0200792283,SYSCO  foundation,2020-04-19 12:46:14.187500000,2020.0,1930655638.0,2020-03-16,2020-04-17,2020-03-16,NA32,4390.589,0-15
1827,U001,0200769623,WAL-MAR associates,2020-04-16 05:03:15.117187500,2020.0,1930725148.0,2020-03-31,2020-04-15,2020-03-31,NAH4,10775.268,0-15
1828,U001,0200769623,WAL-MAR llc,2020-04-21 16:49:33.878906250,2020.0,1930751908.0,2020-04-06,2020-04-21,2020-04-06,NAH4,312.354,0-15
1829,U001,0200769623,WAL-MAR corp,2020-04-28 23:16:07.773437500,2020.0,1930779802.0,2020-04-13,2020-04-28,2020-04-13,NAH4,13726.398,0-15
1830,CA02,0140104440,SO corp,2020-05-19 03:21:17.750000000,2020.0,2960629372.0,2020-04-20,2020-05-01,2020-04-21,CA10,49356.26499999999,16-30
1831,U001,0200769623,WAL-MAR corporation,2020-04-18 00:32:29.976562500,2020.0,1930723957.0,2020-04-02,2020-04-17,2020-04-02,NAH4,18023.089,0-15
1832,U001,0200769623,WAL-MAR associates,2020-04-07 04:48:02.820312500,2020.0,1930683862.0,2020-03-22,2020-04-06,2020-03-22,NAH4,8588.104,0-15
1833,U001,0200668077,IN-N- llc,2020-04-15 10:09:44.187500000,2020.0,1930719486.0,2020-04-03,2020-04-13,2020-04-03,NA10,18607.68,0-15
1834,U001,0200705742,DOT in,2020-04-21 19:04:53.937500000,2020.0,1930688665.0,2020-03-24,2020-04-27,2020-03-24,NAAW,1661.905,
1835,U001,0200762950,HAR in,2020-03-13 23:05:31.507812500,2020.0,1930577321.0,2020-02-27,2020-03-13,2020-02-27,NAA8,35578.543,0-15
1836,U001,0200786288,FAMILY trust,2020-04-20 21:54:56.265625000,2020.0,1930738131.0,2020-04-04,2020-04-19,2020-04-04,NAC6,9696.519,0-15
1837,U001,0200744019,TARG associates,2020-05-12 16:00:02.578125000,2020.0,1930822669.0,2020-04-25,2020-05-10,2020-04-25,NAA8,2122.358,0-15
1838,U001,0100031704,DELHAIZE co,2020-03-18 00:05:37.843750000,2020.0,1930580832.0,2020-03-01,2020-03-16,2020-03-01,NAA8,75700.83499999999,0-15
1839,U001,0200769623,WAL-MAR ,2020-04-30 16:32:13.394531250,2020.0,1930782959.0,2020-04-15,2020-04-30,2020-04-15,NAH4,12624.192,0-15
1840,U001,0200752302,KROGER associates,2020-04-05 10:02:59.710937500,2020.0,1930670169.0,2020-03-20,2020-04-04,2020-03-20,NAA8,31569.034,0-15
1841,U001,0200705742,DOT in,2020-05-08 11:25:52.000000000,2020.0,1930814577.0,2020-04-23,2020-05-13,2020-04-23,NAD1,2232.104,
1842,U001,200769623,WAL-MAR systems,2020-05-27 21:34:43.953125000,2020.0,1930879640.0,2020-05-11,2020-05-26,2020-05-11,NAH4,33289.55,0-15
1843,U001,0200769623,WAL-MAR systems,2020-05-07 20:46:43.156250000,2020.0,1930802226.0,2020-04-20,2020-05-05,2020-04-20,NAH4,249.151,0-15
1844,CA02,0140104409,LOB foundation,2020-04-27 13:22:05.750000000,2020.0,2960622254.0,2020-03-26,2020-04-13,2020-04-03,CA10,4610.676,0-15
1845,U001,0200704045,RA corporation,2020-05-20 08:26:41.781250000,2020.0,1930855337.0,2020-05-04,2020-05-19,2020-05-04,NAA8,26024.978,0-15
1846,U001,0200769623,WAL-MAR corporation,2020-04-16 16:16:22.875000000,2020.0,1930723191.0,2020-03-31,2020-04-15,2020-03-31,NAH4,30091.726,0-15
1847,U001,0200769623,WAL-MAR corporation,2020-05-19 00:51:52.429687500,2020.0,1930847688.0,2020-05-03,2020-05-18,2020-05-03,NAH4,9269.596,0-15
1848,U001,0100021540,MASTER associates,2020-05-04 11:10:16.078125000,2020.0,1930825369.0,2020-04-24,2020-05-04,2020-04-24,NA10,29080.625,0-15
1849,CA02,0140104429,COSTCO foundation,2020-04-11 10:08:36.000000000,2020.0,2960621408.0,2020-03-16,2020-03-28,2020-03-18,CA10,41315.435,0-15
1850,U001,0200705742,DOT us,2020-03-24 20:36:07.531250000,2020.0,1930576842.0,2020-02-27,2020-03-30,2020-02-27,NA32,10883.32,
1851,U001,0200762301,C&S WH llc,2020-03-26 13:03:50.960937500,2020.0,1930629348.0,2020-03-11,2020-03-26,2020-03-11,NAC6,5531.392999999999,0-15
1852,U013,0100009932,SYSCO IN associates,2020-04-18 04:13:44.875000000,2020.0,1991841227.0,2020-03-16,2020-04-15,2020-03-16,NAVE,22517.474,0-15
1853,U001,0200769623,WAL-MAR llc,2020-03-25 17:16:23.296875000,2020.0,1930624204.0,2020-03-09,2020-03-24,2020-03-09,NAH4,31280.493999999995,0-15
1854,U001,0200769623,WAL-MAR ,2020-04-17 03:27:58.164062500,2020.0,1930723065.0,2020-04-01,2020-04-16,2020-04-01,NAH4,11392.346,0-15
1855,U001,0200230690,DECA us,2020-03-20 23:24:03.015625000,2020.0,1930599722.0,2020-03-04,2020-03-24,2020-03-01,NAM4,1870.652,
1856,U001,0200152991,JET foundation,2020-03-24 15:22:14.734375000,2020.0,1930595973.0,2020-03-03,2020-03-23,2020-03-03,NAD1,1059.31,0-15
1857,U001,0200794332,COST corporation,2020-03-28 18:44:23.171875000,2020.0,1930647562.0,2020-03-13,2020-03-28,2020-03-13,NAAX,25535.853,0-15
1858,U001,0100031704,DELHAIZE ,2020-03-28 02:47:56.015625000,2020.0,1930641400.0,2020-03-11,2020-03-26,2020-03-11,NAA8,73653.825,0-15
1859,U001,0200729290,KROGER corporation,2020-05-10 09:54:05.257812500,2020.0,1930818642.0,2020-04-24,2020-05-09,2020-04-24,NAA8,42575.12,0-15
1860,U013,0100053763,MASSY D co,2020-05-10 06:36:14.101562500,2020.0,1991841451.0,2020-04-09,2020-05-09,2020-04-09,NAVE,3194.1,0-15
1861,U001,0200799180,CHEN in,2020-03-26 08:42:15.593750000,2020.0,1930616766.0,2020-03-09,2020-03-24,2020-03-09,NAA8,26130.349,0-15
1862,U001,200736337,SYSCO F foundation,2020-05-18 10:03:58.750000000,2020.0,1930829633.0,2020-05-01,2020-05-16,2020-05-01,NAA8,2684.836,0-15
1863,U001,0200769623,WAL-MAR co,2020-03-14 01:35:51.289062500,2020.0,1930575712.0,2020-02-27,2020-03-13,2020-02-27,NAH4,815.4089999999999,0-15
1864,U001,0200739534,OK systems,2020-04-10 21:19:20.484375000,2020.0,1930705237.0,2020-03-25,2020-04-09,2020-03-25,NAA8,73625.07599999999,0-15
1865,U001,0200077943,HERR co,2020-04-18 19:14:26.437500000,2020.0,1930713401.0,2020-03-31,2020-04-15,2020-03-31,NAA8,49874.16,0-15
1866,U001,0200769623,WAL-MAR co,2020-03-26 16:25:53.453125000,2020.0,1930622736.0,2020-03-10,2020-03-25,2020-03-10,NAH4,24624.908,0-15
1867,U001,0200777735,NASH  corp,2020-04-11 20:26:44.218750000,2020.0,1930723362.0,2020-04-02,2020-04-17,2020-04-02,NAA8,4968.942999999999,
1868,U001,0200762301,C&S WH corporation,2020-03-14 21:44:01.208984375,2020.0,1930581608.0,2020-02-29,2020-03-15,2020-02-29,NAC6,21511.707,
1869,U001,0200769623,WAL-MAR associates,2020-05-15 05:03:15.117187500,2020.0,1930835857.0,2020-04-29,2020-05-14,2020-04-29,NAH4,2789.136,0-15
1870,U001,0200769623,WAL-MAR systems,2020-04-13 18:30:37.000000000,2020.0,1930709077.0,2020-03-28,2020-04-12,2020-03-28,NAH4,34318.074,0-15
1871,U001,0200769623,WAL-MAR us,2020-03-20 18:36:43.765625000,2020.0,1930594113.0,2020-03-04,2020-03-19,2020-03-04,NAH4,46258.093,0-15
1872,U001,0200769623,WAL-MAR associates,2020-05-02 04:48:02.820312500,2020.0,1930796908.0,2020-04-16,2020-05-01,2020-04-16,NAH4,990.283,0-15
1873,CA02,0140104409,LOB associates,2020-04-28 00:04:11.562500000,2020.0,2960626047.0,2020-04-05,2020-04-17,2020-04-07,CA10,61084.044,0-15
1874,U001,0200769623,WAL-MAR systems,2020-04-21 03:17:48.617187500,2020.0,1930751108.0,2020-04-05,2020-04-20,2020-04-05,NAH4,23170.966,0-15
1875,U001,0200729290,KROGER corporation,2020-03-27 22:21:19.265625000,2020.0,1930638438.0,2020-03-12,2020-03-27,2020-03-12,NAA8,8159.606,0-15
1876,U001,0200020431,DEC us,2020-05-24 16:11:02.468750000,2020.0,1930859928.0,2020-05-05,2020-05-24,2020-05-01,NAM4,160.60799999999998,0-15
1877,U001,0200726979,BJ'S  llc,2020-04-08 13:40:51.531250000,2020.0,1930675255.0,2020-03-20,2020-04-04,2020-03-20,NAA8,251.783,0-15
1878,U001,0200759878,SA systems,2020-05-13 11:22:38.476562500,2020.0,1930622829.0,2020-03-09,2020-05-13,2020-03-09,NAGD,2233.98,0-15
1879,U001,0200772670,ASSOCIAT systems,2020-04-03 21:02:07.968750000,2020.0,1930669794.0,2020-03-18,2020-04-02,2020-03-18,NAU5,5311.145,0-15
1880,U001,0200776463,KROGE foundation,2020-05-01 13:53:25.062500000,2020.0,1930780690.0,2020-04-13,2020-04-28,2020-04-13,NAA8,92226.092,0-15
1881,U001,200799367,MCL associates,2020-05-25 05:02:08.625000000,2020.0,1930872192.0,2020-05-07,2020-05-22,2020-05-07,NAA8,56948.15,0-15
1882,U001,0200759878,SA systems,2020-04-19 08:42:46.576171875,2020.0,1930740014.0,2020-04-04,2020-04-19,2020-04-04,NAH4,22889.16,0-15
1883,U001,0200353024,DECA corporation,2020-03-05 08:02:12.859375000,2020.0,1930606646.0,2020-03-05,2020-03-08,2020-03-01,NAM1,5756.982,
1884,U001,0200726979,BJ'S  in,2020-03-27 03:13:01.871093750,2020.0,1930637739.0,2020-03-12,2020-03-27,2020-03-12,NAA8,333.844,0-15
1885,CA02,0140104440,SO corp,2020-05-01 03:41:33.125000000,2020.0,2960626405.0,2020-04-02,2020-04-13,2020-04-03,CA10,55272.119,16-30
1886,U001,0200759878,SA corporation,2020-05-25 00:02:17.468750000,2020.0,1930756203.0,2020-04-08,2020-05-23,2020-04-08,NAWP,88135.83099999999,0-15
1887,U001,0200711029,WEGMAN in,2020-04-28 09:13:29.937500000,2020.0,1930750176.0,2020-04-08,2020-04-23,2020-04-08,NAA8,1587.1729999999998,0-15
1888,U001,0200752302,KROGER associates,2020-04-21 10:14:04.609375000,2020.0,1930740344.0,2020-04-05,2020-04-20,2020-04-05,NAA8,45916.479,0-15
